12 4
[[1.479126  1.144138  1.331031  0.6621208]
 [1.386491  0.4614852 0.4603464 0.8710409]
 [1.090358  0.904888  0.6440648 0.480684 ]
 [0.7536716 1.168199  0.4844519 0.7284222]
 [0.5489307 0.2809293 1.379366  1.383462 ]
 [1.036754  0.5748509 1.208373  0.9736565]
 [0.2815158 0.6692702 1.48556   0.4503965]
 [0.5309209 1.068053  1.333831  0.9580318]
 [0.5085094 1.443847  1.034036  0.5899274]
 [0.4675426 1.20157   0.3022536 0.7706277]
 [0.4687885 0.6934474 1.07167   1.131585 ]
 [1.254117  1.038561  0.705992  0.3508222]]
