12 4
[[1.474894  0.5673069 1.333285  0.5377344]
 [1.416395  0.310098  1.389373  0.7735143]
 [1.421031  1.410365  0.3624586 1.332793 ]
 [1.389052  1.284742  1.229866  0.6099418]
 [0.5866711 0.8557416 0.255905  0.4314827]
 [1.085073  1.243264  0.3228515 0.5360114]
 [1.42809   0.6437325 0.7246137 0.9087983]
 [0.6154843 1.176949  0.7989705 0.7566679]
 [0.7391844 0.2754785 0.7132463 0.5634667]
 [0.3636315 1.106323  0.6431486 0.4081784]
 [0.5395799 0.4054656 1.247998  0.640723 ]
 [1.444833  0.9787134 0.3065104 1.255453 ]]
